Country,Region,Year,S2030_Outcome,Indicator,Baseline_Value,Target_Value,Actual_Value,Achievement_Pct,Change_from_Baseline_Pct,Data_Source,Measurement_Method,Confidence_Level
Uganda,East Africa,2025,Economic Security,HHs with improved income,2802,3567,2966,83.2,5.9,Survey,Household Survey,Low
Uganda,East Africa,2025,Economic Security,Savings group members,3219,3751,4399,117.3,36.7,Remote Sensing,Household Survey,Medium
Uganda,East Africa,2025,Economic Security,Jobs created or maintained,8931,10724,8243,76.9,-7.7,Partner Report,Household Survey,Low
Tanzania,East Africa,2021,Climate & Environment,Communities with DRR plans,523,697,589,84.5,12.6,Admin Records,Focus Group,Medium
Tanzania,East Africa,2021,Climate & Environment,Early warning systems active,6310,8474,7238,85.4,14.7,Survey,Focus Group,Medium
Tanzania,East Africa,2021,Climate & Environment,Hectares of land restored,4373,5534,4229,76.4,-3.3,Admin Records,Household Survey,Low
Tanzania,East Africa,2021,Healthy & Safe Living,People with health access,2523,3112,1632,52.4,-35.3,Remote Sensing,Focus Group,Medium
Tanzania,East Africa,2021,Healthy & Safe Living,Vaccination rate (%),8656,10963,11107,101.3,28.3,Survey,Key Informant,High
Tanzania,East Africa,2021,Healthy & Safe Living,Malnutrition cases treated,4834,6859,6509,94.9,34.7,Survey,Focus Group,Medium
Tanzania,East Africa,2021,Migration & Identity,Migrants assisted,7782,10134,6931,68.4,-10.9,Survey,Direct Count,Medium
Tanzania,East Africa,2021,Migration & Identity,Stateless persons supported,530,647,614,94.9,15.8,Survey,Household Survey,High
Tanzania,East Africa,2021,Migration & Identity,Legal documents issued,4380,5654,6709,118.7,53.2,Admin Records,Direct Count,Medium
Tanzania,East Africa,2021,Values & Dignity,GBV survivors supported,5694,7784,8127,104.4,42.7,Survey,Focus Group,Low
Tanzania,East Africa,2021,Values & Dignity,Mental health sessions,8552,9410,8814,93.7,3.1,Partner Report,Key Informant,Medium
Tanzania,East Africa,2021,Values & Dignity,Protection cases resolved,6288,8250,7044,85.4,12.0,Survey,Key Informant,Medium
Tanzania,East Africa,2021,Economic Security,HHs with improved income,2545,3341,2878,86.1,13.1,Partner Report,Key Informant,Medium
Tanzania,East Africa,2021,Economic Security,Savings group members,6154,8607,10272,119.3,66.9,Survey,Focus Group,Medium
Tanzania,East Africa,2021,Economic Security,Jobs created or maintained,2889,3743,2688,71.8,-7.0,Remote Sensing,Household Survey,Low
Tanzania,East Africa,2022,Climate & Environment,Communities with DRR plans,745,949,692,72.9,-7.1,Remote Sensing,Household Survey,Medium
Tanzania,East Africa,2022,Climate & Environment,Early warning systems active,3506,4347,2656,61.1,-24.2,Admin Records,Direct Count,Low
Tanzania,East Africa,2022,Climate & Environment,Hectares of land restored,9246,12560,12370,98.5,33.8,Remote Sensing,Focus Group,High
Tanzania,East Africa,2022,Healthy & Safe Living,People with health access,8715,11086,13774,124.2,58.0,Admin Records,Key Informant,High
Tanzania,East Africa,2022,Healthy & Safe Living,Vaccination rate (%),1094,1270,1426,112.3,30.3,Partner Report,Household Survey,High
Tanzania,East Africa,2022,Healthy & Safe Living,Malnutrition cases treated,6517,9487,7639,80.5,17.2,Partner Report,Household Survey,Low
Tanzania,East Africa,2022,Migration & Identity,Migrants assisted,8771,12113,11037,91.1,25.8,Survey,Focus Group,Low
Tanzania,East Africa,2022,Migration & Identity,Stateless persons supported,4337,5188,4146,79.9,-4.4,Admin Records,Direct Count,Medium
Tanzania,East Africa,2022,Migration & Identity,Legal documents issued,4179,5123,5058,98.7,21.0,Admin Records,Direct Count,Low
Tanzania,East Africa,2022,Values & Dignity,GBV survivors supported,3175,4316,3286,76.1,3.5,Survey,Direct Count,Medium
Tanzania,East Africa,2022,Values & Dignity,Mental health sessions,4068,5470,3674,67.2,-9.7,Admin Records,Household Survey,High
Tanzania,East Africa,2022,Values & Dignity,Protection cases resolved,6654,8502,8611,101.3,29.4,Partner Report,Key Informant,Low
Tanzania,East Africa,2022,Economic Security,HHs with improved income,9462,12804,14034,109.6,48.3,Partner Report,Direct Count,Medium
Tanzania,East Africa,2022,Economic Security,Savings group members,2698,3277,3215,98.1,19.2,Survey,Key Informant,Medium
Tanzania,East Africa,2022,Economic Security,Jobs created or maintained,2238,3151,3853,122.3,72.2,Partner Report,Direct Count,High
Tanzania,East Africa,2023,Climate & Environment,Communities with DRR plans,1805,2314,1757,75.9,-2.7,Partner Report,Focus Group,High
Tanzania,East Africa,2023,Climate & Environment,Early warning systems active,7668,11344,11078,97.7,44.5,Survey,Direct Count,Medium
Tanzania,East Africa,2023,Climate & Environment,Hectares of land restored,6487,8631,6067,70.3,-6.5,Admin Records,Focus Group,Medium
Tanzania,East Africa,2023,Healthy & Safe Living,People with health access,4861,5682,4624,81.4,-4.9,Survey,Key Informant,Medium
Tanzania,East Africa,2023,Healthy & Safe Living,Vaccination rate (%),3853,5746,4641,80.8,20.5,Partner Report,Focus Group,Low
Tanzania,East Africa,2023,Healthy & Safe Living,Malnutrition cases treated,3163,4386,4289,97.8,35.6,Partner Report,Key Informant,Low
Tanzania,East Africa,2023,Migration & Identity,Migrants assisted,481,631,385,61.0,-20.0,Survey,Direct Count,Medium
Tanzania,East Africa,2023,Migration & Identity,Stateless persons supported,5141,7391,7518,101.7,46.2,Remote Sensing,Focus Group,Medium
Tanzania,East Africa,2023,Migration & Identity,Legal documents issued,8504,10073,9820,97.5,15.5,Survey,Key Informant,Low
Tanzania,East Africa,2023,Values & Dignity,GBV survivors supported,1885,2556,2785,109.0,47.7,Partner Report,Key Informant,Low
Tanzania,East Africa,2023,Values & Dignity,Mental health sessions,8307,10400,9662,92.9,16.3,Admin Records,Focus Group,Medium
Tanzania,East Africa,2023,Values & Dignity,Protection cases resolved,2299,2570,2429,94.5,5.7,Remote Sensing,Household Survey,Low
Tanzania,East Africa,2023,Economic Security,HHs with improved income,5669,7862,7173,91.2,26.5,Survey,Focus Group,Low
Tanzania,East Africa,2023,Economic Security,Savings group members,1042,1387,961,69.3,-7.8,Partner Report,Key Informant,High
Tanzania,East Africa,2023,Economic Security,Jobs created or maintained,3641,5254,5333,101.5,46.5,Admin Records,Focus Group,High
Tanzania,East Africa,2024,Climate & Environment,Communities with DRR plans,8721,11219,13155,117.3,50.8,Partner Report,Focus Group,Low
Tanzania,East Africa,2024,Climate & Environment,Early warning systems active,2101,2966,2714,91.5,29.2,Remote Sensing,Key Informant,High
Tanzania,East Africa,2024,Climate & Environment,Hectares of land restored,1774,2407,2550,105.9,43.7,Survey,Household Survey,Low
Tanzania,East Africa,2024,Healthy & Safe Living,People with health access,9928,11332,12535,110.6,26.3,Remote Sensing,Direct Count,Low
Tanzania,East Africa,2024,Healthy & Safe Living,Vaccination rate (%),2127,2570,1736,67.5,-18.4,Survey,Key Informant,High
Tanzania,East Africa,2024,Healthy & Safe Living,Malnutrition cases treated,9820,14343,12117,84.5,23.4,Survey,Key Informant,Medium
Tanzania,East Africa,2024,Migration & Identity,Migrants assisted,3651,5192,4490,86.5,23.0,Admin Records,Direct Count,Low
Tanzania,East Africa,2024,Migration & Identity,Stateless persons supported,5392,7697,6574,85.4,21.9,Admin Records,Household Survey,Medium
Tanzania,East Africa,2024,Migration & Identity,Legal documents issued,669,950,824,86.7,23.2,Survey,Household Survey,Low
Tanzania,East Africa,2024,Values & Dignity,GBV survivors supported,8372,10047,9468,94.2,13.1,Remote Sensing,Focus Group,Medium
Tanzania,East Africa,2024,Values & Dignity,Mental health sessions,1661,2330,2441,104.8,47.0,Remote Sensing,Direct Count,Low
Tanzania,East Africa,2024,Values & Dignity,Protection cases resolved,8692,11417,8790,77.0,1.1,Survey,Household Survey,High
Tanzania,East Africa,2024,Economic Security,HHs with improved income,3519,4988,4446,89.1,26.3,Survey,Household Survey,Low
Tanzania,East Africa,2024,Economic Security,Savings group members,1848,2449,1366,55.8,-26.1,Partner Report,Direct Count,High
Tanzania,East Africa,2024,Economic Security,Jobs created or maintained,9106,13451,12258,91.1,34.6,Admin Records,Household Survey,High
Tanzania,East Africa,2025,Climate & Environment,Communities with DRR plans,6281,8931,7709,86.3,22.7,Partner Report,Direct Count,Low
Tanzania,East Africa,2025,Climate & Environment,Early warning systems active,8248,11484,11106,96.7,34.7,Partner Report,Focus Group,Low
Tanzania,East Africa,2025,Climate & Environment,Hectares of land restored,2061,2468,2756,111.7,33.7,Remote Sensing,Household Survey,Low
Tanzania,East Africa,2025,Healthy & Safe Living,People with health access,3601,4234,4035,95.3,12.1,Remote Sensing,Focus Group,Low
Tanzania,East Africa,2025,Healthy & Safe Living,Vaccination rate (%),5765,6833,6826,99.9,18.4,Admin Records,Household Survey,High
Tanzania,East Africa,2025,Healthy & Safe Living,Malnutrition cases treated,5199,6998,4643,66.3,-10.7,Survey,Household Survey,Low
Tanzania,East Africa,2025,Migration & Identity,Migrants assisted,9521,12498,10582,84.7,11.1,Partner Report,Household Survey,Low
Tanzania,East Africa,2025,Migration & Identity,Stateless persons supported,4888,5927,5135,86.6,5.1,Admin Records,Key Informant,Medium
Tanzania,East Africa,2025,Migration & Identity,Legal documents issued,8781,11731,8392,71.5,-4.4,Remote Sensing,Focus Group,High
Tanzania,East Africa,2025,Values & Dignity,GBV survivors supported,9710,10863,6639,61.1,-31.6,Admin Records,Direct Count,High
Tanzania,East Africa,2025,Values & Dignity,Mental health sessions,2895,3219,2483,77.1,-14.2,Admin Records,Key Informant,Low
Tanzania,East Africa,2025,Values & Dignity,Protection cases resolved,9962,11458,9539,83.3,-4.2,Admin Records,Household Survey,High
Tanzania,East Africa,2025,Economic Security,HHs with improved income,7493,10650,8797,82.6,17.4,Partner Report,Focus Group,Medium
Tanzania,East Africa,2025,Economic Security,Savings group members,6952,8869,9319,105.1,34.0,Survey,Household Survey,Medium
Tanzania,East Africa,2025,Economic Security,Jobs created or maintained,697,868,663,76.4,-4.9,Partner Report,Key Informant,Low
Somalia,East Africa,2021,Climate & Environment,Communities with DRR plans,8883,10339,11382,110.1,28.1,Remote Sensing,Household Survey,Medium
Somalia,East Africa,2021,Climate & Environment,Early warning systems active,448,498,247,49.6,-44.9,Partner Report,Key Informant,Medium
Somalia,East Africa,2021,Climate & Environment,Hectares of land restored,6579,8888,9738,109.6,48.0,Remote Sensing,Direct Count,Low
Somalia,East Africa,2021,Healthy & Safe Living,People with health access,859,1160,1225,105.6,42.6,Survey,Household Survey,Low
Somalia,East Africa,2021,Healthy & Safe Living,Vaccination rate (%),2210,2733,1256,46.0,-43.2,Remote Sensing,Household Survey,High
Somalia,East Africa,2021,Healthy & Safe Living,Malnutrition cases treated,3261,4500,4455,99.0,36.6,Survey,Key Informant,Medium
Somalia,East Africa,2021,Migration & Identity,Migrants assisted,6499,8665,7979,92.1,22.8,Remote Sensing,Household Survey,High
Somalia,East Africa,2021,Migration & Identity,Stateless persons supported,6428,8837,6719,76.0,4.5,Admin Records,Direct Count,High
Somalia,East Africa,2021,Migration & Identity,Legal documents issued,5349,6677,7915,118.5,48.0,Admin Records,Household Survey,High
Somalia,East Africa,2021,Values & Dignity,GBV survivors supported,3681,5247,4193,79.9,13.9,Partner Report,Focus Group,Medium
Somalia,East Africa,2021,Values & Dignity,Mental health sessions,952,1239,1261,101.8,32.5,Remote Sensing,Key Informant,Medium
Somalia,East Africa,2021,Values & Dignity,Protection cases resolved,9472,11293,9558,84.6,0.9,Survey,Direct Count,Low
Somalia,East Africa,2021,Economic Security,HHs with improved income,8050,9682,10181,105.2,26.5,Remote Sensing,Key Informant,Low
Somalia,East Africa,2021,Economic Security,Savings group members,3554,5243,4267,81.4,20.1,Partner Report,Focus Group,Low
Somalia,East Africa,2021,Economic Security,Jobs created or maintained,760,902,727,80.6,-4.3,Survey,Key Informant,Medium
Somalia,East Africa,2022,Climate & Environment,Communities with DRR plans,9185,13669,13534,99.0,47.3,Survey,Direct Count,High
Somalia,East Africa,2022,Climate & Environment,Early warning systems active,5713,7649,6284,82.2,10.0,Partner Report,Key Informant,Medium
Somalia,East Africa,2022,Climate & Environment,Hectares of land restored,9115,12825,10441,81.4,14.5,Admin Records,Direct Count,High
Somalia,East Africa,2022,Healthy & Safe Living,People with health access,3572,4247,3802,89.5,6.4,Admin Records,Focus Group,Low
Somalia,East Africa,2022,Healthy & Safe Living,Vaccination rate (%),2133,2937,2739,93.3,28.4,Survey,Household Survey,Low
Somalia,East Africa,2022,Healthy & Safe Living,Malnutrition cases treated,6171,7325,6857,93.6,11.1,Remote Sensing,Household Survey,Low
Somalia,East Africa,2022,Migration & Identity,Migrants assisted,878,1269,1283,101.1,46.1,Partner Report,Household Survey,Medium
Somalia,East Africa,2022,Migration & Identity,Stateless persons supported,4781,7088,6677,94.2,39.7,Admin Records,Household Survey,Low
Somalia,East Africa,2022,Migration & Identity,Legal documents issued,7523,10031,9343,93.1,24.2,Partner Report,Key Informant,Medium
Somalia,East Africa,2022,Values & Dignity,GBV survivors supported,9895,12333,7921,64.2,-19.9,Remote Sensing,Direct Count,Low
Somalia,East Africa,2022,Values & Dignity,Mental health sessions,4956,5924,6318,106.7,27.5,Remote Sensing,Household Survey,Low
Somalia,East Africa,2022,Values & Dignity,Protection cases resolved,4942,6401,5533,86.4,12.0,Admin Records,Focus Group,Low
Somalia,East Africa,2022,Economic Security,HHs with improved income,6393,9478,5781,61.0,-9.6,Admin Records,Key Informant,Medium
Somalia,East Africa,2022,Economic Security,Savings group members,9362,13443,14510,107.9,55.0,Survey,Focus Group,High
Somalia,East Africa,2022,Economic Security,Jobs created or maintained,8299,12192,9597,78.7,15.6,Partner Report,Key Informant,High
Somalia,East Africa,2023,Climate & Environment,Communities with DRR plans,3219,4760,3296,69.2,2.4,Survey,Key Informant,High
Somalia,East Africa,2023,Climate & Environment,Early warning systems active,4923,5493,5487,99.9,11.5,Admin Records,Direct Count,Medium
Somalia,East Africa,2023,Climate & Environment,Hectares of land restored,9339,10822,9440,87.2,1.1,Survey,Direct Count,Low
Somalia,East Africa,2023,Healthy & Safe Living,People with health access,476,686,667,97.2,40.1,Remote Sensing,Key Informant,Medium
Somalia,East Africa,2023,Healthy & Safe Living,Vaccination rate (%),2028,2608,2106,80.8,3.8,Remote Sensing,Direct Count,High
Somalia,East Africa,2023,Healthy & Safe Living,Malnutrition cases treated,7341,9926,5919,59.6,-19.4,Admin Records,Key Informant,Medium
Somalia,East Africa,2023,Migration & Identity,Migrants assisted,9302,10870,8278,76.2,-11.0,Admin Records,Key Informant,Medium
Somalia,East Africa,2023,Migration & Identity,Stateless persons supported,9969,14225,15804,111.1,58.5,Partner Report,Key Informant,Low
Somalia,East Africa,2023,Migration & Identity,Legal documents issued,2369,2698,1805,66.9,-23.8,Survey,Focus Group,High
Somalia,East Africa,2023,Values & Dignity,GBV survivors supported,5747,8150,8665,106.3,50.8,Remote Sensing,Household Survey,High
Somalia,East Africa,2023,Values & Dignity,Mental health sessions,9377,11823,11480,97.1,22.4,Remote Sensing,Focus Group,High
Somalia,East Africa,2023,Values & Dignity,Protection cases resolved,9098,10082,9221,91.5,1.4,Admin Records,Direct Count,Low
Somalia,East Africa,2023,Economic Security,HHs with improved income,5977,6601,6598,100.0,10.4,Admin Records,Direct Count,Low
Somalia,East Africa,2023,Economic Security,Savings group members,4458,5426,5972,110.1,34.0,Survey,Direct Count,Low
Somalia,East Africa,2023,Economic Security,Jobs created or maintained,6298,8173,8957,109.6,42.2,Partner Report,Direct Count,Low
Somalia,East Africa,2024,Climate & Environment,Communities with DRR plans,1292,1669,1387,83.1,7.4,Admin Records,Household Survey,Low
Somalia,East Africa,2024,Climate & Environment,Early warning systems active,7995,10669,8657,81.1,8.3,Remote Sensing,Household Survey,Low
Somalia,East Africa,2024,Climate & Environment,Hectares of land restored,2487,3432,3480,101.4,39.9,Admin Records,Focus Group,Low
Somalia,East Africa,2024,Healthy & Safe Living,People with health access,5618,8116,6324,77.9,12.6,Survey,Focus Group,High
Somalia,East Africa,2024,Healthy & Safe Living,Vaccination rate (%),4475,6676,4480,67.1,0.1,Remote Sensing,Key Informant,High
Somalia,East Africa,2024,Healthy & Safe Living,Malnutrition cases treated,9727,14525,11011,75.8,13.2,Partner Report,Focus Group,Low
Somalia,East Africa,2024,Migration & Identity,Migrants assisted,764,975,591,60.6,-22.6,Survey,Key Informant,Medium
Somalia,East Africa,2024,Migration & Identity,Stateless persons supported,3765,5073,4195,82.7,11.4,Survey,Household Survey,Low
Somalia,East Africa,2024,Migration & Identity,Legal documents issued,8519,12267,12323,100.5,44.7,Remote Sensing,Direct Count,Medium
